,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
156,628001,Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin,Tamil Nadu,False
157,628102,Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin,Tamil Nadu,True
158,516319,Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur,Andhra Pradesh,True
159,517589,PutturAP_Pichatur1_D (Andhra Pradesh),PutturAP_Pichatur1_D (Andhra Pradesh),PutturAP_Pichatur1_D (Andhra Pradesh),Puttur-AP,Andhra Pradesh,True
160,232221,Renukoot_PatelNagar_H (Uttar Pradesh),Renukoot_PatelNagar_H (Uttar Pradesh),Renukoot_PatelNagar_H (Uttar Pradesh),Renukoot,Uttar Pradesh,True
161,227107,Lucknow_Bhokapur_L (Uttar Pradesh),Lucknow_Bhokapur_GW (Uttar Pradesh),Lucknow_Bhokapur_R (Uttar Pradesh),Lucknow,Uttar Pradesh,False
162,493330,Nagri_Tengna_D (Chhattisgarh),Nagri_Tengna_D (Chhattisgarh),Nagri_Tengna_D (Chhattisgarh),Nagri,Chhattisgarh,True
163,249411,Haridwar_Bahadrabad1_L (Uttarakhand),Haridwar_Bahadrabad1_L (Uttarakhand),Haridwar_Bahadrabad1_L (Uttarakhand),Haridwar,Uttarakhand,True
164,413412,Vairag_ShradadeviNgr_D (Maharashtra),Vairag_ShradadeviNgr_D (Maharashtra),Vairag_ShradadeviNgr_D (Maharashtra),Vairag,Maharashtra,True
165,577440,Thirthahalli_Melinakuruvali2_DPP (Karnataka),Thirthahalli_Melinakuruvali2_DPP (Karnataka),Thirthahalli_Melinakuruvali2_DPP (Karnataka),Thirthahalli,Karnataka,True
166,686547,Ranni_Chethakhl_D (Kerala),Ranni_Chethakhl_D (Kerala),Ranni_Chethakhl_D (Kerala),Ranni,Kerala,True
167,185212,Rajouri_Majhur_D (Jammu & Kashmir),Rajouri_Majhur_D (Jammu & Kashmir),Rajouri_Majhur_D (Jammu & Kashmir),Rajouri,Jammu & Kashmir,False
168,690521,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,False
169,754144,Paradip_Pipal_D (Orissa),Paradip_Pipal_D (Orissa),Paradip_Pipal_D (Orissa),Paradip,Orissa,False
170,174033,Jukhala_Dhamthal_DPP (Himachal Pradesh),Jukhala_Dhamthal_DPP (Himachal Pradesh),Jukhala_Dhamthal_DPP (Himachal Pradesh),Jukhala,Himachal Pradesh,False
171,591101,Gokak_APMCRd_D (Karnataka),Gokak_APMCRd_D (Karnataka),Gokak_APMCRd_D (Karnataka),Gokak,Karnataka,True
172,522421,Macherla_Ward15_D (Andhra Pradesh),Macherla_Ward15_D (Andhra Pradesh),Macherla_Ward15_D (Andhra Pradesh),Macherla,Andhra Pradesh,True
173,363650,Morbi_Jabalpur_D (Gujarat),Morbi_Jabalpur_D (Gujarat),Morbi_Jabalpur_D (Gujarat),Morbi,Gujarat,True
174,412112,Pirangut_Kharwade_DPP (Maharashtra),Pirangut_Kharwade_DPP (Maharashtra),Pirangut_Kharwade_DPP (Maharashtra),Pirangut,Maharashtra,True
175,421302,Bhiwandi_Lonad_L (Maharashtra),Bhiwandi_Lonad_GW (Maharashtra),Bhiwandi_Lonad_L (Maharashtra),Greater Thane,Maharashtra,False
176,212623,Domariyaganj_Chaukhara_D (Uttar Pradesh),Domariyaganj_Chaukhara_D (Uttar Pradesh),Domariyaganj_Chaukhara_D (Uttar Pradesh),Domariyaganj,Uttar Pradesh,False
177,201317,Noida_Sector67Bblock_L (Uttar Pradesh),Noida_Bairangpur_GW (Uttar Pradesh),Noida_Sector67Bblock_L (Uttar Pradesh),Noida,Uttar Pradesh,False
178,524230,Udayagiri_SitarampurmRd_D (Andhra Pradesh),Udayagiri_SitarampurmRd_D (Andhra Pradesh),Udayagiri_SitarampurmRd_D (Andhra Pradesh),Udayagiri,Andhra Pradesh,True
179,573125,Belur_Halebeedu_D (Karnataka),Belur_Halebeedu_D (Karnataka),Belur_Halebeedu_D (Karnataka),Belur,Karnataka,True
180,575018,Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore,Karnataka,False
181,431514,Gangakher_VithalNagr_D (Maharashtra),Gangakher_VithalNagr_D (Maharashtra),Gangakher_VithalNagr_D (Maharashtra),Gangakher,Maharashtra,True
182,383330,Bayad_ShivamSociety_D (Gujarat),Bayad_ShivamSociety_D (Gujarat),Bayad_ShivamSociety_D (Gujarat),Bayad,Gujarat,True
183,756120,Bhadrak_Dhamnagar_DPP (Orissa),Bhadrak_Dhamnagar_DPP (Orissa),Bhadrak_Dhamnagar_DPP (Orissa),Bhadrak,Orissa,False
184,764005,Jeypore_Bariniput_I (Orissa),Jeypore_Bariniput_I (Orissa),Jeypore_Bariniput_I (Orissa),Jeypore,Orissa,True
185,225406,Dariyabad_MathuraNagar_D (Uttar Pradesh),Dariyabad_MathuraNagar_D (Uttar Pradesh),Dariyabad_MathuraNagar_D (Uttar Pradesh),Dariyabad,Uttar Pradesh,True
186,387560,Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad,Gujarat,True
187,583220,HoovinaHadagali_Mudnur3_D (Karnataka),HoovinaHadagali_Mudnur3_D (Karnataka),HoovinaHadagali_Mudnur3_D (Karnataka),Hoovina Hadagali,Karnataka,True
188,673047,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,True
189,721437,Kharagpur_Nimpura_I (West Bengal),Kharagpur_Nimpura_I (West Bengal),Kharagpur_Nimpura_I (West Bengal),Kharagpur,West Bengal,True
190,821124,Mohania_Shivpuricolony_D (Bihar),Mohania_Shivpuricolony_D (Bihar),Mohania_Shivpuricolony_D (Bihar),Mohania,Bihar,True
191,670332,Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur,Kerala,False
192,713343,Rupnarayanpur_Salanpur_D (West Bengal),Rupnarayanpur_Salanpur_D (West Bengal),Rupnarayanpur_Salanpur_D (West Bengal),Rupnarayanpur,West Bengal,True
193,141127,Ludhiana_Barmalipur_H (Punjab),Ludhiana_Barmalipur_H (Punjab),Ludhiana_Barmalipur_H (Punjab),Ludhiana,Punjab,True
194,686512,Mundakayam_Varikkani_D (Kerala),Mundakayam_Varikkani_D (Kerala),Mundakayam_Varikkani_D (Kerala),Mundakayam,Kerala,True
195,425309,Bhusawal_Kanhala_D (Maharashtra),Bhusawal_Kanhala_D (Maharashtra),Bhusawal_Kanhala_D (Maharashtra),Bhusawal,Maharashtra,False
196,609003,Mayavaram_Manakkudi_I (Tamil Nadu),Mayavaram_Manakkudi_I (Tamil Nadu),Mayavaram_Manakkudi_I (Tamil Nadu),Mayiladuthurai,Tamil Nadu,True
197,676301,Tirur_Perunthallur_D (Kerala),Tirur_Perunthallur_D (Kerala),Tirur_Perunthallur_D (Kerala),Tirur,Kerala,True
198,462028,Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal,Madhya Pradesh,False
199,721422,Contai_Bankaberya_D (West Bengal),Contai_Bankaberya_D (West Bengal),Contai_Bankaberya_D (West Bengal),Contai,West Bengal,True
200,160023,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,False
201,394120,Ankleshwar_Motali1_L (Gujarat),Ankleshwar_Motali1_L (Gujarat),Ankleshwar_Motali1_L (Gujarat),Ankleshwar,Gujarat,False
202,631703,Kanchipuram_ThrvllvrNgr_D (Tamil Nadu),Kanchipuram_ThrvllvrNgr_D (Tamil Nadu),Kanchipuram_ThrvllvrNgr_D (Tamil Nadu),Kanchipuram,Tamil Nadu,True
203,571607,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,True
204,563157,Kolar_Channappanahalli_D (Karnataka),Kolar_Channappanahalli_D (Karnataka),Kolar_Channappanahalli_D (Karnataka),Kolar,Karnataka,False
205,221210,Aunrihar_Saidpur_D (Uttar Pradesh),Aunrihar_Saidpur_D (Uttar Pradesh),Aunrihar_Saidpur_D (Uttar Pradesh),Aunrihar,Uttar Pradesh,True
206,638316,Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode,Tamil Nadu,True
207,416507,Halkarni_MajareKarve_D (Maharashtra),Halkarni_MajareKarve_D (Maharashtra),Halkarni_MajareKarve_D (Maharashtra),Halkarni,Maharashtra,True
208,247776,Shamli_SalekChandVihar_D (Uttar Pradesh),Shamli_SalekChandVihar_D (Uttar Pradesh),Shamli_SalekChandVihar_D (Uttar Pradesh),Shamli,Uttar Pradesh,True
209,223102,Shahganj_RudhauliKalan_D (Uttar Pradesh),Shahganj_RudhauliKalan_D (Uttar Pradesh),Shahganj_RudhauliKalan_D (Uttar Pradesh),Shahganj,Uttar Pradesh,True
210,734011,Siliguri_Jugibhita_GW (West Bengal),Siliguri_Jugibhita_GW (West Bengal),Siliguri_Jugibhita_GW (West Bengal),Siliguri,West Bengal,False
211,851211,Begusarai_Mohammadpur_I (Bihar),Begusarai_Mohammadpur_I (Bihar),Begusarai_Mohammadpur_I (Bihar),Begusarai,Bihar,True
212,206122,Auraiya_DibiyapurRoad_D (Uttar Pradesh),Auraiya_DibiyapurRoad_D (Uttar Pradesh),Auraiya_DibiyapurRoad_D (Uttar Pradesh),Auraiya,Uttar Pradesh,False
213,626136,Rajapalayam_Madathuppatti_D (Tamil Nadu),Rajapalayam_Madathuppatti_D (Tamil Nadu),Rajapalayam_Madathuppatti_D (Tamil Nadu),Rajapalayam,Tamil Nadu,True
214,577302,Shimoga_Eshwariah_I (Karnataka),Shimoga_Eshwariah_I (Karnataka),Shimoga_Eshwariah_I (Karnataka),Shimoga,Karnataka,True
215,450003,Indore_Dakachya_GW (Madhya Pradesh),Indore_Dakachya_GW (Madhya Pradesh),Indore_Dakachya_GW (Madhya Pradesh),Indore,Madhya Pradesh,True
216,415506,Vaduj_Satewdi_D (Maharashtra),Vaduj_Satewdi_D (Maharashtra),Vaduj_Satewdi_D (Maharashtra),Vaduj,Maharashtra,True
217,574225,Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore,Karnataka,True
218,110079,Delhi_BamnoliVillage_L (Delhi),Delhi_BamnoliVillage_L (Delhi),Delhi_BamnoliVillage_L (Delhi),Delhi,Delhi,False
219,560009,Bangalore_FCILayout_L (Karnataka),Bangalore_FCILayout_L (Karnataka),Bangalore_FCILayout_L (Karnataka),Bangalore,Karnataka,False
220,612704,Tiruchi_Navalur_H (Tamil Nadu),Tiruchi_Navalur_H (Tamil Nadu),Tiruchi_Navalur_H (Tamil Nadu),Tiruchi,Tamil Nadu,True
221,582204,Gadag_VijayNagara_D (Karnataka),Gadag_VijayNagara_D (Karnataka),Gadag_VijayNagara_D (Karnataka),Gadag,Karnataka,True
222,222111,Badlapur_Barauli1_D (Uttar Pradesh),Badlapur_Barauli1_D (Uttar Pradesh),Badlapur_Barauli1_D (Uttar Pradesh),Badlapur,Uttar Pradesh,True
223,444129,JalgaonJamod_Tatrpur_DPP (Maharashtra),JalgaonJamod_Tatrpur_DPP (Maharashtra),JalgaonJamod_Tatrpur_DPP (Maharashtra),Jalgaon Jamod,Maharashtra,
224,851220,Khagaria_Baluwahi_DPP (Bihar),Khagaria_Baluwahi_DPP (Bihar),Khagaria_Baluwahi_DPP (Bihar),Khagaria,Bihar,False
225,518385,Guntakal_VidyaNagar_D (Andhra Pradesh),Guntakal_VidyaNagar_D (Andhra Pradesh),Guntakal_VidyaNagar_D (Andhra Pradesh),Guntakal,Andhra Pradesh,True
226,281308,Mathura_SuryaNagar_D (Uttar Pradesh),Mathura_SuryaNagar_D (Uttar Pradesh),Mathura_SuryaNagar_D (Uttar Pradesh),Mathura,Uttar Pradesh,True
227,176203,Nurpur_Sadwan_DPP (Himachal Pradesh),Nurpur_Sadwan_DPP (Himachal Pradesh),Nurpur_Sadwan_DPP (Himachal Pradesh),Nurpur,Himachal Pradesh,False
228,673321,Koyilandy_Komathukara_D (Kerala),Koyilandy_Komathukara_D (Kerala),Koyilandy_Komathukara_D (Kerala),Koyilandy,Kerala,False
229,403101,Goa_Mapusa_L (Goa),Goa_Mapusa_L (Goa),Goa_Mapusa_L (Goa),Goa,Goa,False
230,636005,Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem,Tamil Nadu,False
231,360022,Rajkot_Amargadh_H (Gujarat),Rajkot_Amargadh_H (Gujarat),Rajkot_Amargadh_H (Gujarat),Rajkot,Gujarat,False
232,795003,Imphal_Takyel_I (Manipur),Imphal_Takyel_I (Manipur),Imphal_Takyel_I (Manipur),Imphal,Manipur,False
233,574313,Sullia_Kurunjibhag_D (Karnataka),Sullia_Kurunjibhag_D (Karnataka),Sullia_Kurunjibhag_D (Karnataka),Sullia,Karnataka,True
234,851201,Maheshkhunt_PashchimTola_D (Bihar),Maheshkhunt_PashchimTola_D (Bihar),Maheshkhunt_PashchimTola_D (Bihar),Maheshkhunt,Bihar,True
235,700013,Kolkata_Kadapara_L (West Bengal),Kolkata_Kadapara_L (West Bengal),Kolkata_Kadapara_L (West Bengal),Kolkata,West Bengal,False
236,605009,Viluppuram_Pallithennal_P (Tamil Nadu),Viluppuram_Pallithennal_P (Tamil Nadu),Viluppuram_Pallithennal_P (Tamil Nadu),Viluppuram,Tamil Nadu,False
237,560005,Bangalore_RKHegdeNagar_L (Karnataka),Bangalore_RKHegdeNagar_L (Karnataka),Bangalore_RKHegdeNagar_L (Karnataka),Bangalore,Karnataka,False
238,712411,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,True
239,134115,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,False
240,483880,Vijayraghavgarh_KymoreRd_DPP (Madhya Pradesh),Vijayraghavgarh_KymoreRd_DPP (Madhya Pradesh),Vijayraghavgarh_KymoreRd_DPP (Madhya Pradesh),Vijayraghavgarh,Madhya Pradesh,False
241,311805,Gangapur_Sahara2_DPP (Rajasthan),Gangapur_Sahara2_DPP (Rajasthan),Gangapur_Sahara2_DPP (Rajasthan),Gangapur,Rajasthan,True
242,462039,Bhopal_Misrod_L (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal,Madhya Pradesh,False
243,741319,Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar,West Bengal,True
244,609202,Mayavaram_Manakkudi_I (Tamil Nadu),Mayavaram_Manakkudi_I (Tamil Nadu),Mayavaram_Manakkudi_I (Tamil Nadu),Mayiladuthurai,Tamil Nadu,True
245,273203,Gorakhpur_Chaurichaura_D (Uttar Pradesh),Gorakhpur_Chaurichaura_D (Uttar Pradesh),Gorakhpur_Chaurichaura_D (Uttar Pradesh),Deoria,Uttar Pradesh,True
246,642002,Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi,Tamil Nadu,True
247,146001,Hoshiarpur_SaroopNagar_D (Punjab),Hoshiarpur_SaroopNagar_D (Punjab),Hoshiarpur_SaroopNagar_D (Punjab),Hoshiarpur,Punjab,False
248,160069,Mohali_Balongi_L (Punjab),Mohali_Balongi_L (Punjab),Mohali_Balongi_L (Punjab),Mohali,Punjab,False
249,713401,Bardhaman_Ulhas_I (West Bengal),Bardhaman_Ulhas_I (West Bengal),Bardhaman_Ulhas_I (West Bengal),Bardhaman,West Bengal,True
250,614405,Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur,Tamil Nadu,True
251,796007,Aizawl_Bawngkawn_P (Mizoram),Aizawl_Bawngkawn_P (Mizoram),Aizawl_Bawngkawn_P (Mizoram),Aizawl,Mizoram,False
252,301042,Alwar_TuleraRoad_I (Rajasthan),Alwar_TuleraRoad_I (Rajasthan),Alwar_TuleraRoad_I (Rajasthan),Alwar,Rajasthan,True
253,712103,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,True
254,627110,Vallioor_RamakrishnPurm_D (Tamil Nadu),Vallioor_RamakrishnPurm_D (Tamil Nadu),Vallioor_RamakrishnPurm_D (Tamil Nadu),Vallioor,Tamil Nadu,True
255,762020,Puranakatak_Athmallik1_D (Orissa),Puranakatak_Athmallik1_D (Orissa),Puranakatak_Athmallik1_D (Orissa),Puranakatak,Orissa,False
256,122002,Gurgaon_Sector52_L (Haryana),Gurgaon_Sector52_L (Haryana),Gurgaon_Sector52_L (Haryana),Gurgaon,Haryana,False
257,523332,Markapur_ShivajiNgr_D (Andhra Pradesh),Markapur_ShivajiNgr_D (Andhra Pradesh),Markapur_ShivajiNgr_D (Andhra Pradesh),Markapur,Andhra Pradesh,True
258,413581,Latur_Khadgaon_I (Maharashtra),Latur_Khadgaon_I (Maharashtra),Latur_Khadgaon_I (Maharashtra),Latur,Maharashtra,False
259,620022,Tiruchi_Navalur_H (Tamil Nadu),Tiruchi_Navalur_H (Tamil Nadu),Tiruchi_Navalur_H (Tamil Nadu),Tiruchi,Tamil Nadu,False
260,741121,Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar,West Bengal,True
261,394245,Bilimora_MarutiNagar_D (Gujarat),Surat_Kacholi_GW (Gujarat),Bilimora_MarutiNagar_D (Gujarat),Bilimora,Gujarat,True
262,470051,Sagar_Pagara_P (Madhya Pradesh),Sagar_Pagara_P (Madhya Pradesh),Sagar_Pagara_P (Madhya Pradesh),Sagar,Madhya Pradesh,False
263,402106,Nagothane_Patansai_D (Maharashtra),Nagothane_Patansai_D (Maharashtra),Nagothane_Patansai_D (Maharashtra),Nagothane,Maharashtra,True
264,305003,Ajmer_Ratanzila_I (Rajasthan),Ajmer_Ratanzila_I (Rajasthan),Ajmer_Ratanzila_I (Rajasthan),Ajmer,Rajasthan,False
265,271504,Colonejganj_KatraRoad_D (Uttar Pradesh),Colonejganj_KatraRoad_D (Uttar Pradesh),Colonejganj_KatraRoad_D (Uttar Pradesh),Colonejganj,Uttar Pradesh,True
266,209749,Farrukhabad_RamBanquet_D (Uttar Pradesh),Farrukhabad_RamBanquet_D (Uttar Pradesh),Farrukhabad_RamBanquet_D (Uttar Pradesh),Farrukhabad,Uttar Pradesh,True
267,416403,KMahankal_KM_D (Maharashtra),KMahankal_KM_D (Maharashtra),KMahankal_KM_D (Maharashtra),Kavathe Mahankal,Maharashtra,True
268,384460,Vijapur_Anandpurachokdi_D (Gujarat),Vijapur_Anandpurachokdi_D (Gujarat),Vijapur_Anandpurachokdi_D (Gujarat),Vijapur,Gujarat,False
269,518599,Betamcherla_ChinnaSch_DPP (Andhra Pradesh),Betamcherla_ChinnaSch_DPP (Andhra Pradesh),Betamcherla_ChinnaSch_DPP (Andhra Pradesh),Betamcherla,Andhra Pradesh,True
270,416702,Rajapur_Sainagar_D (Maharashtra),Rajapur_Sainagar_D (Maharashtra),Rajapur_Sainagar_D (Maharashtra),Rajapur,Maharashtra,True
271,534209,Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram,Andhra Pradesh,True
272,396180,Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi,Gujarat,False
273,274206,Kushinagar_Hata_D (Uttar Pradesh),Kushinagar_Hata_D (Uttar Pradesh),Kushinagar_Hata_D (Uttar Pradesh),Kushinagar,Uttar Pradesh,True
274,796017,Aizawl_Bawngkawn_P (Mizoram),Aizawl_Bawngkawn_P (Mizoram),Aizawl_Bawngkawn_P (Mizoram),Aizawl,Mizoram,False
275,422013,Nashik_Satpurcolony_H (Maharashtra),Nashik_Satpurcolony_H (Maharashtra),Nashik_Satpurcolony_H (Maharashtra),Nashik,Maharashtra,False
276,152021,Dharamkot_Zira_D (Punjab),Dharamkot_Zira_D (Punjab),Dharamkot_Zira_D (Punjab),Dharamkot,Punjab,False
277,174312,Bangana_Bhaleti_D (Himachal Pradesh),Bangana_Bhaleti_D (Himachal Pradesh),Bangana_Bhaleti_D (Himachal Pradesh),Bangana,Himachal Pradesh,False
278,628614,Tiruchendur_PakyaNagar_D (Tamil Nadu),Tiruchendur_PakyaNagar_D (Tamil Nadu),Tiruchendur_PakyaNagar_D (Tamil Nadu),Tiruchendur,Tamil Nadu,True
279,852105,Simrahi_Bazar_D (Bihar),Simrahi_Bazar_D (Bihar),Simrahi_Bazar_D (Bihar),Simrahi Bazar,Bihar,True
280,506008,Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal,Telangana,False
281,571608,Krishnarajngr_Ward17_D (Karnataka),Krishnarajngr_Ward17_D (Karnataka),Krishnarajngr_Ward17_D (Karnataka),Krishnarajngr,Karnataka,True
282,700078,Kolkata_Nazirabad_L (West Bengal),Kolkata_Nazirabad_L (West Bengal),Kolkata_Nazirabad_L (West Bengal),Kolkata,West Bengal,False
283,503165,Armoor_Bheemgal_D (Telangana),Armoor_Bheemgal_D (Telangana),Armoor_Bheemgal_D (Telangana),Armoor,Telangana,True
284,743312,Canning_Kanthalberia_D (West Bengal),Canning_Kanthalberia_D (West Bengal),Canning_Kanthalberia_D (West Bengal),Canning,West Bengal,True
285,110007,Delhi_Gokalpur_L (Delhi),Delhi_Gokalpur_L (Delhi),Delhi_Gokalpur_L (Delhi),Delhi,Delhi,False
286,503230,Nizamabad_Sarangapur_I (Telangana),Nizamabad_Sarangapur_I (Telangana),Nizamabad_Sarangapur_I (Telangana),Nizamabad,Telangana,False
287,509223,Hyderabad_Shamshbd_H (Telangana),Hyderabad_Shamshbd_H (Telangana),Hyderabad_Shamshbd_H (Telangana),Hyderabad,Telangana,True
288,517132,Chittoor_Greamspet_D (Andhra Pradesh),Chittoor_Greamspet_D (Andhra Pradesh),Chittoor_Greamspet_D (Andhra Pradesh),Chittoor,Andhra Pradesh,True
289,570024,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,False
290,516006,Cuddapah_Aravindnagar_I (Andhra Pradesh),Cuddapah_Aravindnagar_I (Andhra Pradesh),Cuddapah_Aravindnagar_I (Andhra Pradesh),Cuddapah,Andhra Pradesh,False
291,585419,Basavakalyan_Morkhandi_DPP (Karnataka),Basavakalyan_Morkhandi_DPP (Karnataka),Basavakalyan_Morkhandi_DPP (Karnataka),Humnabad,Karnataka,True
292,245403,Hapur_Sanjaycolony_D (Uttar Pradesh),Hapur_Sanjaycolony_D (Uttar Pradesh),Hapur_Sanjaycolony_D (Uttar Pradesh),Hapur,Uttar Pradesh,True
293,460330,Betul_Chicholi1_D (Madhya Pradesh),Betul_Chicholi1_D (Madhya Pradesh),Betul_Chicholi1_D (Madhya Pradesh),Betul,Madhya Pradesh,True
294,734009,Siliguri_Jugibhita_GW (West Bengal),Siliguri_Jugibhita_GW (West Bengal),Siliguri_Jugibhita_GW (West Bengal),Siliguri,West Bengal,False
295,223107,Shahganj_RudhauliKalan_D (Uttar Pradesh),Shahganj_RudhauliKalan_D (Uttar Pradesh),Shahganj_RudhauliKalan_D (Uttar Pradesh),Shahganj,Uttar Pradesh,True
296,574142,Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore,Karnataka,False
297,192231,Anantnag_Kulgam_DPP (Jammu & Kashmir),Anantnag_Kulgam_DPP (Jammu & Kashmir),Anantnag_Kulgam_DPP (Jammu & Kashmir),Anantnag,Jammu & Kashmir,False
298,506143,Ghanpur_Palakrty_D (Telangana),Ghanpur_Palakrty_D (Telangana),Ghanpur_Palakrty_D (Telangana),Ghanpur,Telangana,True
299,522332,Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur,Andhra Pradesh,True
300,685608,Thodupuzha_MtSinaiRd_D (Kerala),Thodupuzha_MtSinaiRd_D (Kerala),Thodupuzha_MtSinaiRd_D (Kerala),Thodupuzha,Kerala,False
301,440015,Nagpur_Chikhali1_L (Maharashtra),Nagpur_Khapari_GW (Maharashtra),Nagpur_Chikhali1_L (Maharashtra),Nagpur,Maharashtra,False
302,451665,Sendhwa_Julwaniya_H (Madhya Pradesh),Sendhwa_Julwaniya_H (Madhya Pradesh),Sendhwa_Julwaniya_H (Madhya Pradesh),Sendhwa,Madhya Pradesh,True
303,422005,Nashik_Satpurcolony_H (Maharashtra),Nashik_Satpurcolony_H (Maharashtra),Nashik_Satpurcolony_H (Maharashtra),Nashik,Maharashtra,False
304,782403,Jagiroad_Sonapur_D (Assam),Jagiroad_Sonapur_D (Assam),Jagiroad_Sonapur_D (Assam),Jagiroad,Assam,True
305,523247,Podili_Ward2_D (Andhra Pradesh),Podili_Ward2_D (Andhra Pradesh),Podili_Ward2_D (Andhra Pradesh),Podili,Andhra Pradesh,True
306,683553,Perumbavoor_Rayamanglm1_D (Kerala),Perumbavoor_Rayamanglm1_D (Kerala),Perumbavoor_Rayamanglm1_D (Kerala),Perumbavoor,Kerala,True
307,790104,Tawang_Cona_D (Arunachal Pradesh),Tawang_Cona_D (Arunachal Pradesh),Tawang_Cona_D (Arunachal Pradesh),Tawang,Arunachal Pradesh,False
308,689101,Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla,Kerala,True
309,303001,Dausa_Aandhi_D (Rajasthan),Dausa_Aandhi_D (Rajasthan),Dausa_Aandhi_D (Rajasthan),Dausa,Rajasthan,True
310,686502,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,False
311,147103,Patiala_TransportNagar_D (Punjab),Patiala_TransportNagar_D (Punjab),Patiala_TransportNagar_D (Punjab),Patiala,Punjab,False
312,844115,Hajipur_Hathsarganj1_D (Bihar),Hajipur_Hathsarganj1_D (Bihar),Hajipur_Hathsarganj1_D (Bihar),Hajipur,Bihar,False
