pincode,city,state,active,is_serviceable,cod_allowed,min_order_amount,shipping_fee,cod_fee,free_shipping_threshold,created_at,updated_at,delivery_time,districts,is_returnable,is_exchangeable,return_window_days,exchange_window_days,cod_fees_applicable
110001,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NEW DELHI",CENTRAL],false,true,0
110002,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[CENTRAL],false,true,0,3
110003,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[SOUTH,"NEW DELHI","South East]",false,true
110004,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NEW DELHI]",false,true,0,3
110005,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[CENTRAL],false,true,0,3
110006,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[CENTRAL,NORTH],false,true,0
110007,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[NORTH,CENTRAL,"NORTH WEST]",false,true
110008,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[WEST],false,true,0,3
110009,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[NORTH,"NORTH WEST]",false,true,0
110010,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NEW DELHI]",false,true,0,3
110011,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NEW DELHI]",false,true,0,3
110012,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[WEST],false,true,0,3
110013,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[South East",SOUTH],false,true,0
110014,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[SOUTH,"South East]",false,true,0
110015,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[WEST],false,true,0,3
110016,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[SOUTH],false,true,0,3
110017,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[SOUTH],false,true,0,3
110018,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[WEST],false,true,0,3
110019,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[South East]",false,true,0,3
110020,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[SOUTH,"South East]",false,true,0
110021,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NEW DELHI]",false,true,0,3
110022,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NEW DELHI]",false,true,0,3
110023,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NEW DELHI]",false,true,0,3
110024,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[South East",SOUTH],false,true,0
110025,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[South East",SOUTH,BUDAUN],false,true
110026,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[WEST],false,true,0,3
110027,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[WEST],false,true,0,3
110028,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NEW DELHI]",false,true,0,3
110029,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[SOUTH],false,true,0,3
110030,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[SOUTH],false,true,0,3
110031,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[SHAHDARA,EAST],false,true,0
110032,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[SHAHDARA],false,true,0,3
110033,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[NORTH],false,true,0,3
110034,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NORTH WEST]",false,true,0,3
110035,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NORTH WEST]",false,true,0,3
110036,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[NORTH],false,true,0,3
110037,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NEW DELHI]",false,true,0,3
110038,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NEW DELHI]",false,true,0,3
110039,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[NORTH,"NORTH WEST]",false,true,0
110040,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NORTH WEST",NORTH],false,true,0
110041,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[WEST],false,true,0,3
110042,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[NORTH,"NORTH WEST]",false,true,0
110043,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[SOUTH WEST",WEST],false,true,0
110044,Faridabad,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[SOUTH,"South East]",false,true,0
110045,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[SOUTH WEST]",false,true,0,3
110046,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NEW DELHI]",false,true,0,3
110047,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[SOUTH],false,true,0,3
110048,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[South East",SOUTH],false,true,0
110049,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[SOUTH,"South East]",false,true,0
110051,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[SHAHDARA,EAST],false,true,0
110052,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[NORTH,"NORTH WEST]",false,true,0
110053,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NORTH EAST]",false,true,0,3
110054,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[CENTRAL],false,true,0,3
110055,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days",[CENTRAL,WEST],false,true,0
110056,Delhi,DELHI,true,true,false,0.00,0.00,0.00,0.00,"2026-05-07 21:44:00.000","2026-03-22 05:53:43.657","7 days","[NORTH WEST]",false,true,0,3
