pincode,city,state,active,is_serviceable,cod_allowed,min_order_amount,shipping_fee,cod_fee,free_shipping_threshold,created_at,updated_at,delivery_time,districts,is_returnable,is_exchangeable,return_window_days,exchange_window_days,cod_fees_applicable
110001,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI"",""CENTRAL""]",false,true,0,3,false
110002,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""CENTRAL""]",false,true,0,3,false
110003,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH"",""NEW DELHI"",""South East""]",false,true,0,3,false
110004,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110005,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""CENTRAL""]",false,true,0,3,false
110006,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""CENTRAL"",""NORTH""]",false,true,0,3,false
110007,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH"",""CENTRAL"",""NORTH WEST""]",false,true,0,3,false
110008,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""WEST""]",false,true,0,3,false
110009,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH"",""NORTH WEST""]",false,true,0,3,false
110010,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110011,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110012,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""WEST""]",false,true,0,3,false
110013,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""South East"",""SOUTH""]",false,true,0,3,false
110014,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH"",""South East""]",false,true,0,3,false
110015,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""WEST""]",false,true,0,3,false
110016,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH""]",false,true,0,3,false
110017,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH""]",false,true,0,3,false
110018,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""WEST""]",false,true,0,3,false
110019,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""South East""]",false,true,0,3,false
110020,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH"",""South East""]",false,true,0,3,false
110021,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110022,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110023,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110024,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""South East"",""SOUTH""]",false,true,0,3,false
110025,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""South East"",""SOUTH"",""BUDAUN""]",false,true,0,3,false
110026,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""WEST""]",false,true,0,3,false
110027,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""WEST""]",false,true,0,3,false
110028,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110029,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH""]",false,true,0,3,false
110030,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH""]",false,true,0,3,false
110031,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SHAHDARA"",""EAST""]",false,true,0,3,false
110032,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SHAHDARA""]",false,true,0,3,false
110033,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH""]",false,true,0,3,false
110034,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH WEST""]",false,true,0,3,false
110035,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH WEST""]",false,true,0,3,false
110036,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH""]",false,true,0,3,false
110037,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110038,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110039,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH"",""NORTH WEST""]",false,true,0,3,false
110040,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH WEST"",""NORTH""]",false,true,0,3,false
110041,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""WEST""]",false,true,0,3,false
110042,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH"",""NORTH WEST""]",false,true,0,3,false
110043,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH WEST"",""WEST""]",false,true,0,3,false
110044,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH"",""South East""]",false,true,0,3,false
110045,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH WEST""]",false,true,0,3,false
110046,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110047,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH""]",false,true,0,3,false
110048,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""South East"",""SOUTH""]",false,true,0,3,false
110049,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH"",""South East""]",false,true,0,3,false
110051,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SHAHDARA"",""EAST""]",false,true,0,3,false
110052,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH"",""NORTH WEST""]",false,true,0,3,false
110053,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH EAST""]",false,true,0,3,false
110054,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""CENTRAL""]",false,true,0,3,false
110055,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""CENTRAL"",""WEST""]",false,true,0,3,false
110056,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH WEST""]",false,true,0,3,false
110057,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110058,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""WEST""]",false,true,0,3,false
110059,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""WEST""]",false,true,0,3,false
110060,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""CENTRAL""]",false,true,0,3,false
110061,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI"",""SOUTH WEST""]",false,true,0,3,false
110062,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH""]",false,true,0,3,false
110063,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""WEST""]",false,true,0,3,false
110064,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""WEST""]",false,true,0,3,false
110065,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""South East"",""SOUTH""]",false,true,0,3,false
110066,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110067,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110068,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH""]",false,true,0,3,false
110069,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110070,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NEW DELHI""]",false,true,0,3,false
110071,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH WEST""]",false,true,0,3,false
110072,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH WEST""]",false,true,0,3,false
110073,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH WEST""]",false,true,0,3,false
110074,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH""]",false,true,0,3,false
110075,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH WEST""]",false,true,0,3,false
110076,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH""]",false,true,0,3,false
110077,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH WEST"",""NEW DELHI""]",false,true,0,3,false
110078,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH WEST""]",false,true,0,3,false
110080,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH""]",false,true,0,3,false
110081,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH WEST""]",false,true,0,3,false
110082,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH""]",false,true,0,3,false
110083,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH WEST""]",false,true,0,3,false
110084,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH"",""CENTRAL""]",false,true,0,3,false
110085,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH WEST""]",false,true,0,3,false
110086,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH WEST""]",false,true,0,3,false
110087,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""WEST""]",false,true,0,3,false
110088,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH""]",false,true,0,3,false
110089,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH WEST""]",false,true,0,3,false
110090,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH EAST""]",false,true,0,3,false
110091,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""EAST""]",false,true,0,3,false
110092,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""EAST"",""SHAHDARA""]",false,true,0,3,false
110093,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH EAST""]",false,true,0,3,false
110094,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH EAST""]",false,true,0,3,false
110095,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SHAHDARA""]",false,true,0,3,false
110096,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""EAST""]",false,true,0,3,false
110097,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""SOUTH WEST""]",false,true,0,3,false
110099,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH WEST""]",false,true,0,3,false
110110,,DELHI,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NORTH WEST""]",false,true,0,3,false
121001,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""FARIDABAD""]",false,true,0,3,false
121002,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""FARIDABAD""]",false,true,0,3,false
121003,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""FARIDABAD""]",false,true,0,3,false
121004,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""PALWAL"",""FARIDABAD""]",false,true,0,3,false
121005,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""FARIDABAD""]",false,true,0,3,false
121006,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""FARIDABAD""]",false,true,0,3,false
121007,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""FARIDABAD""]",false,true,0,3,false
121008,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""FARIDABAD""]",false,true,0,3,false
121009,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""FARIDABAD""]",false,true,0,3,false
121010,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""FARIDABAD""]",false,true,0,3,false
121012,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""FARIDABAD""]",false,true,0,3,false
121013,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""FARIDABAD""]",false,true,0,3,false
121014,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""FARIDABAD""]",false,true,0,3,false
121015,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""FARIDABAD""]",false,true,0,3,false
121101,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""FARIDABAD""]",false,true,0,3,false
121102,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""PALWAL""]",false,true,0,3,false
121103,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""PALWAL""]",false,true,0,3,false
121105,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""PALWAL""]",false,true,0,3,false
121106,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""PALWAL""]",false,true,0,3,false
121107,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""PALWAL""]",false,true,0,3,false
122001,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122002,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122003,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122004,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122005,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122006,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122007,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122008,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122009,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122010,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122011,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122012,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122015,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122016,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122017,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122018,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122051,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122052,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122098,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122101,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122102,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122103,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM"",""NUH""]",false,true,0,3,false
122104,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NUH""]",false,true,0,3,false
122105,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NUH""]",false,true,0,3,false
122107,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NUH""]",false,true,0,3,false
122108,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NUH""]",false,true,0,3,false
122413,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122414,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122502,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""REWARI"",""GURUGRAM""]",false,true,0,3,false
122503,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122504,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122505,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122506,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""GURUGRAM""]",false,true,0,3,false
122508,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""NUH""]",false,true,0,3,false
123001,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""MAHENDRAGARH""]",false,true,0,3,false
123021,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""MAHENDRAGARH""]",false,true,0,3,false
123023,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""MAHENDRAGARH""]",false,true,0,3,false
123024,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""MAHENDRAGARH""]",false,true,0,3,false
123027,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""MAHENDRAGARH""]",false,true,0,3,false
123028,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""MAHENDRAGARH""]",false,true,0,3,false
123029,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""MAHENDRAGARH""]",false,true,0,3,false
123031,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""MAHENDRAGARH""]",false,true,0,3,false
123034,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""MAHENDRAGARH""]",false,true,0,3,false
123035,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""REWARI""]",false,true,0,3,false
123101,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""REWARI""]",false,true,0,3,false
123102,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""REWARI""]",false,true,0,3,false
123103,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""REWARI""]",false,true,0,3,false
123106,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""REWARI""]",false,true,0,3,false
123110,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""REWARI""]",false,true,0,3,false
123301,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""REWARI""]",false,true,0,3,false
123302,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""REWARI""]",false,true,0,3,false
123303,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""REWARI""]",false,true,0,3,false
123401,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""REWARI""]",false,true,0,3,false
123411,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""REWARI""]",false,true,0,3,false
123412,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""REWARI""]",false,true,0,3,false
123501,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""REWARI""]",false,true,0,3,false
124001,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""ROHTAK""]",false,true,0,3,false
124010,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""ROHTAK""]",false,true,0,3,false
124021,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""ROHTAK"",""JHAJJAR""]",false,true,0,3,false
124022,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""ROHTAK""]",false,true,0,3,false
124102,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""JHAJJAR""]",false,true,0,3,false
124103,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""JHAJJAR""]",false,true,0,3,false
124104,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""JHAJJAR""]",false,true,0,3,false
124105,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""JHAJJAR""]",false,true,0,3,false
124106,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""JHAJJAR""]",false,true,0,3,false
124107,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""JHAJJAR""]",false,true,0,3,false
124108,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""JHAJJAR""]",false,true,0,3,false
124109,,HARYANA,true,true,false,0.00,0.00,0.00,0.00,,2026-03-22 05:53:43.657,7 days,"[""JHAJJAR""]",false,true,0,3,false
